"","est1"
"","b/se"
"rpci_vig","7.7***"
"","2.78"
"_cons","540.3***"
"","0.03"
"N","3354992"
"dep_mean","540.4"
"unique_idnss","104858.0"
"unique_idrfc","58458.0"
