"","est1"
"","b/se"
"rpci_vig","0.001"
"","0.001"
"_cons","0.025***"
"","0.000"
"N","8164128"
"dep_mean","0.025"
"unique_idnss","255129.000"
"unique_idrfc","147147.000"
