"","est1"
"","b/se"
"rpci_vig","0.004***"
"","0.001"
"_cons","0.025***"
"","0.000"
"N","5645627"
"dep_mean","0.025"
"unique_idnss","242602.000"
"unique_idrfc","137124.000"
