"","est1"
"","b/se"
"rpci_vig","-0.002*"
"","0.001"
"_cons","0.962***"
"","0.000"
"N","6155515"
"dep_mean","0.962"
"unique_idnss","255129.000"
"unique_idrfc","147140.000"
