"","est1"
"","b/se"
"rpci_vig","0.002"
"","0.002"
"_cons","0.327***"
"","0.000"
"N","5645627"
"dep_mean","0.327"
"unique_idnss","242602.000"
"unique_idrfc","137124.000"
