"","est1"
"","b/se"
"rpci_vig","0.001"
"","0.000"
"_cons","0.005***"
"","0.000"
"N","5645627"
"dep_mean","0.005"
"unique_idnss","242602.000"
"unique_idrfc","137119.000"
