"","est1"
"","b/se"
"rpci_vig","0.02***"
"","0.004"
"_cons","5.98***"
"","0.000"
"N","3354992"
"dep_mean","5.98"
"unique_idnss","104858.00"
"unique_idrfc","58458.00"
