"","est1"
"","b/se"
"rpci_vig","7.1***"
"","0.94"
"_cons","539.4***"
"","0.01"
"N","33447878"
"dep_mean","539.5"
"unique_idnss","1045388.0"
"unique_idrfc","260960.0"
