"","est1"
"","b/se"
"rpci_vig","0.011***"
"","0.000"
"_cons","0.029***"
"","0.000"
"N","81552640"
"dep_mean","0.029"
"unique_idnss","2548520.000"
"unique_idrfc","544282.000"
