"","est1"
"","b/se"
"rpci_vig","0.02***"
"","0.001"
"_cons","5.98***"
"","0.000"
"N","33447878"
"dep_mean","5.98"
"unique_idnss","1045388.00"
"unique_idrfc","260960.00"
