"","est1"
"","b/se"
"rpci_vig","0.003***"
"","0.001"
"_cons","0.327***"
"","0.000"
"N","56408801"
"dep_mean","0.327"
"unique_idnss","2423821.000"
"unique_idrfc","520132.000"
